SiteID,SiteName,Region,AnalysisEndDate,SamplingDate,Month,Year,SoilType,Crop,CropID,Growth Stage,SoilLayer,Layer depth (cm),Bulk density,pH,Total Nitrogen,Total Carbon,OrganicMatter,Carbon-Nitrogen ratio,Potentially Available N,AmmoniacalN,NitrateN,MineralN,Mineral N (kg/ha),Mineral N + PAN (kg/ha),Total Hot water N (kg/ha),Hot water N INORGANIC (kg/ha),Hot water N organic(kg/ha),Hot WaterN,HotWaterSolubleInorganicN,HotWaterSolubleOrganicN,OlsenP,CalciumQT,MagnesiumQT,PotassiumQT,SodiumQT,Note,Lab,HWN to kgN for Mineralisable calc,,,,,,,,,,,,
3,Bhana,Tuakau,27/01/2021,18/01/2021,1,2021,Volcanic,Mustard,3Must-B,Growth,0 - 15 cm,15,0.94,,,,,12,,2,22,24,34,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,27/01/2021,18/01/2021,1,2021,Volcanic,Mustard,3Must-B,Growth,15 - 30 cm,15,0.98,,,,,12,,2,25,27,40,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,27/01/2021,18/01/2021,1,2021,Volcanic,Mustard,3Must-B,Growth,30 - 60 cm,30,0.92,,,,,,,2,14,16,44,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,28/01/2021,18/01/2021,1,2021,Sedimentary,Potato,5Pot-A,Growth,0 - 15 cm,15,0.99,7,,,5.3%,11,30,2,10,12,18,48,91,36,55,61,24,37,77,14,25,21,4,,Eurofins,60.37880514,,,,,,,,,,,,
5,Pescini,Levin,28/01/2021,18/01/2021,1,2021,Sedimentary,Potato,5Pot-A,Growth,15 - 30 cm,15,1.12,6.9,,,5.2%,11,39,2,9,11,19,58,81,32,49,48,19,29,63,14,24,19,4,,Eurofins,53.86008223,,,,,,,,,,,,
5,Pescini,Levin,28/01/2021,18/01/2021,1,2021,Sedimentary,Potato,5Pot-A,Growth,30 - 60 cm,30,1.15,,,,,,,3,12,15,52,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,28/01/2021,18/01/2021,1,2021,Sedimentary,Maize,6Maize-A,Growth,0 - 15 cm,15,1.43,7.1,0.2%,2.4%,4.1%,10,45,2,3,5,11,56,131,28,103,61,13,48,123,15,42,20,4,,Eurofins,87.20726775,,,,,,,,,,,,
6,Woodhaven,Levin,28/01/2021,18/01/2021,1,2021,Sedimentary,Maize,6Maize-A,Growth,15 - 30 cm,15,1.51,7.2,0.2%,2.3%,4.0%,10,33,2,2,4,9,42,113,20,93,50,9,41,112,16,41,14,4,,Eurofins,75.41231666,,,,,,,,,,,,
6,Woodhaven,Levin,28/01/2021,18/01/2021,1,2021,Sedimentary,Maize,6Maize-A,Growth,30 - 60 cm,30,1.45,,,,,,,3,1,4,17,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,28/01/2021,19/01/2021,1,2021,Sedimentary,Potato,4Pot-A,Growth,0 - 15 cm,15,0.55,6.2,0.5%,4.7%,8.2%,10,31,2,53,55,45,76,124,78,46,151,95,56,33,11,24,13,7,,Eurofins,82.66426276,,,,,,,,,,,,
4,Balles,Matamata,28/01/2021,19/01/2021,1,2021,Sedimentary,Potato,4Pot-A,Growth,15 - 30 cm,15,0.67,6.4,0.4%,4.0%,7.0%,10,23,2,27,29,29,52,92,50,42,92,50,42,20,10,20,6,6,,Eurofins,61.56423575,,,,,,,,,,,,
4,Balles,Matamata,28/01/2021,19/01/2021,1,2021,Sedimentary,Potato,4Pot-A,Growth,30 - 60 cm,30,0.81,,,,,,,2,9,12,29,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,28/01/2021,19/01/2021,1,2021,Sedimentary,Potato,4Pot-A,Growth,60 - 90 cm,30,0.81,,,,,,,3,12,14,34,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,05/02/2021,21/01/2021,1,2021,Sedimentary,Potato,8Pot-A,Growth,0 - 15 cm,15,0.98,6.2,0.2%,2.5%,4.3%,12,106,2,15,17,25,131,223,43,180,151,29,122,49,14,29,18,8,,Eurofins,148.3820021,,,,,,,,,,,,
8,Lovett,Canterbury,05/02/2021,21/01/2021,1,2021,Sedimentary,Potato,8Pot-A,Growth,15 - 30 cm,15,1.16,5.9,0.2%,2.1%,3.7%,11,86,2,12,14,24,110,202,47,153,116,27,88,38,13,27,10,9,,Eurofins,134.6318025,,,,,,,,,,,,
8,Lovett,Canterbury,05/02/2021,21/01/2021,1,2021,Sedimentary,Potato,8Pot-A,Growth,30 - 60 cm,30,1.47,,,,,,,2,12,14,62,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,05/02/2021,26/01/2021,1,2021,Volcanic,Ryegrass,1Rye-Ab,Pre-harvest,0 - 15 cm,15,0.86,6.2,0.2%,2.3%,4.0%,12,58,3,0,3,4,62,71,0,0,55,,,172,14,15,26,8,,Eurofins,47.41976819,,,,,,,,,,,,
1,Wilcox,Pukekawa,05/02/2021,26/01/2021,1,2021,Volcanic,Ryegrass,1Rye-Ab,Pre-harvest,15 - 30 cm,15,0.68,6.1,0.2%,2.2%,3.8%,12,30,3,0,3,3,33,48,0,0,47,,,163,14,15,22,8,,Eurofins,31.91417936,,,,,,,,,,,,
1,Wilcox,Pukekawa,05/02/2021,26/01/2021,1,2021,Volcanic,Ryegrass,1Rye-Ab,Pre-harvest,30 - 60 cm,30,0.91,,,,,,,5,0,5,14,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,05/02/2021,26/01/2021,1,2021,Volcanic,Ryegrass,1Rye-Ab,Pre-harvest,60 - 90 cm,30,0.76,,,,,,,6,11,17,39,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,22/02/2021,11/02/2021,2,2021,Sedimentary,Pumpkin,9Pum-A,Growth,0 - 15 cm,15,1.05,5.6,0.3%,3.0%,5.2%,11,61,3,19,23,36,97,182,34,149,116,22,95,28,11,19,11,6,,Eurofins,121.2228193,,,,,,,,,,,,
9,Oakley,Canterbury,22/02/2021,11/02/2021,2,2021,Sedimentary,Pumpkin,9Pum-A,Growth,15 - 30 cm,15,1.38,5.5,0.2%,1.9%,3.2%,11,34,2,6,9,19,53,129,21,110,62,10,53,12,8,16,6,6,,Eurofins,85.74151261,,,,,,,,,,,,
9,Oakley,Canterbury,22/02/2021,11/02/2021,2,2021,Sedimentary,Pumpkin,9Pum-A,Growth,30 - 60 cm,30,1.05,,,,,,,2,4,6,19,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,22/02/2021,12/02/2021,2,2021,Sedimentary,Squash,7BS-A,Pre-harvest,0 - 15 cm,15,1.03,5.7,0.2%,1.8%,3.2%,10,39,2,10,13,20,59,125,22,105,81,14,68,32,16,45,14,5,,Eurofins,83.41937636,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,22/02/2021,12/02/2021,2,2021,Sedimentary,Squash,7BS-A,Pre-harvest,15 - 30 cm,15,1.05,6,0.2%,1.6%,2.8%,10,21,3,6,9,14,35,85,16,69,54,10,44,15,19,51,7,7,,Eurofins,56.60222706,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,22/02/2021,12/02/2021,2,2021,Sedimentary,Squash,7BS-A,Pre-harvest,30 - 60 cm,30,1.05,,,,,,,3,2,5,16,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,22/02/2021,12/02/2021,2,2021,Sedimentary,Squash,7BS-A,Pre-harvest,60 - 90 cm,30,1.05,,,,,,,3,2,4,13,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,23/02/2021,18/02/2021,2,2021,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,,,,,,,3,2,5,5,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,23/02/2021,18/02/2021,2,2021,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,,,,,,,5,3,8,11,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,23/02/2021,18/02/2021,2,2021,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,5,7,2,5,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,01/03/2021,18/02/2021,2,2021,Volcanic,Mustard,3Must-B,Pre-harvest,0 - 15 cm,15,0.94,6.2,0.2%,2.3%,4.0%,12,42,5,18,23,33,75,219,45,172,155,32,122,70,13,33,21,10,,Eurofins,146.0549934,,,,,,,,,,,,
3,Bhana,Tuakau,01/03/2021,18/02/2021,2,2021,Volcanic,Mustard,3Must-B,Pre-harvest,15 - 30 cm,15,0.98,6.3,0.2%,2.3%,3.9%,12,26,4,4,8,12,38,154,22,133,105,15,91,66,11,27,12,8,,Eurofins,102.4366061,,,,,,,,,,,,
3,Bhana,Tuakau,01/03/2021,18/02/2021,2,2021,Volcanic,Mustard,3Must-B,Pre-harvest,30 - 60 cm,30,0.92,,,,,,,5,4,9,25,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,01/03/2021,18/02/2021,2,2021,Volcanic,Mustard,3Must-B,Pre-harvest,60 - 90 cm,30,0.83,,,,,,,10,10,20,50,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,5Pot-A,Growth,0 - 15 cm,15,0.99,6.8,0.3%,3.1%,5.3%,11,30,2,17,19,28,58,117,45,71,79,30,48,89,16,28,25,4,,Eurofins,78.19550174,,,,,,,,,,,,
5,Pescini,Levin,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,5Pot-A,Growth,15 - 30 cm,15,1.12,6.9,0.3%,3.0%,5.2%,10,26,3,9,11,19,45,108,35,72,64,21,43,79,16,27,21,4,,Eurofins,71.81344298,,,,,,,,,,,,
5,Pescini,Levin,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,5Pot-A,Growth,30 - 60 cm,30,1.15,,,,,,,3,6,9,31,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,5Pot-A,Growth,60 - 90 cm,30,1.42,,,,,,,3,6,9,38,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,8Pot-A,Growth,0 - 15 cm,15,0.98,6.2,0.2%,2.6%,4.5%,12,97,3,26,28,41,138,264,59,205,179,40,139,57,14,31,21,8,,Eurofins,175.8965456,,,,,,,,,,,,
8,Lovett,Canterbury,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,8Pot-A,Growth,15 - 30 cm,15,1.16,5.6,0.2%,2.0%,3.5%,11,68,2,17,19,33,101,214,42,171,123,24,98,48,12,26,9,8,,Eurofins,142.7561354,,,,,,,,,,,,
8,Lovett,Canterbury,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,8Pot-A,Growth,30 - 60 cm,30,1.47,,,,,,,3,9,11,48,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,03/03/2021,19/02/2021,2,2021,Sedimentary,Potato,8Pot-A,Growth,60 - 90 cm,30,1.48,,,,,,,3,5,8,35,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,08/03/2021,23/02/2021,2,2021,Sedimentary,Potato,4Pot-A,Pre-harvest,0 - 15 cm,15,0.55,6.4,0.5%,4.3%,7.4%,9,45,4,56,60,49,94,108,41,67,132,50,82,32,14,25,11,8,,Eurofins,72.26279923,,,,,,,,,,,,
4,Balles,Matamata,08/03/2021,23/02/2021,2,2021,Sedimentary,Potato,4Pot-A,Pre-harvest,15 - 30 cm,15,0.67,6.4,0.5%,4.2%,7.2%,9,48,4,37,40,40,88,121,49,73,121,49,73,30,13,24,10,8,,Eurofins,80.97035354,,,,,,,,,,,,
4,Balles,Matamata,08/03/2021,23/02/2021,2,2021,Sedimentary,Potato,4Pot-A,Pre-harvest,30 - 60 cm,30,0.81,,,,,,,6,17,23,56,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,08/03/2021,23/02/2021,2,2021,Sedimentary,Potato,4Pot-A,Pre-harvest,60 - 90 cm,30,0.81,,,,,,,5,11,16,39,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,03/03/2021,23/02/2021,2,2021,Sedimentary,Maize,6Maize-A,Growth,0 - 15 cm,15,1.43,7,0.2%,2.5%,4.3%,10,42,3,2,5,11,53,163,28,135,76,13,63,142,16,12,21,4,,Eurofins,108.6516779,,,,,,,,,,,,
6,Woodhaven,Levin,03/03/2021,23/02/2021,2,2021,Sedimentary,Maize,6Maize-A,Growth,15 - 30 cm,15,1.51,7.1,0.2%,2.3%,4.0%,10,28,3,2,4,9,37,154,25,129,68,11,57,125,17,41,14,5,,Eurofins,102.5607507,,,,,,,,,,,,
6,Woodhaven,Levin,03/03/2021,23/02/2021,2,2021,Sedimentary,Maize,6Maize-A,Growth,30 - 60 cm,30,1.45,,,,,,,3,2,6,26,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,03/03/2021,26/02/2021,2,2021,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,,,,,,,4,2,6,6,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,03/03/2021,26/02/2021,2,2021,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,,,,,,,5,2,7,10,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,03/03/2021,26/02/2021,2,2021,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,6,2,8,22,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,22/03/2021,11/03/2021,3,2021,Sedimentary,Pumpkin,9Pum-A,Pre-harvest,0 - 15 cm,15,1.05,5.8,0.3%,3.1%,5.3%,12,92,2,32,34,53,145,219,0,0,140,,,21,11,18,12,5,,Eurofins,146.3034026,,,,,,,,,,,,
9,Oakley,Canterbury,22/03/2021,11/03/2021,3,2021,Sedimentary,Pumpkin,9Pum-A,Pre-harvest,15 - 30 cm,15,1.38,5.5,0.2%,2.3%,3.9%,11,41,2,5,8,17,58,558,0,0,269,,,14,7,12,6,5,,Eurofins,372.0075305,,,,,,,,,,,,
9,Oakley,Canterbury,22/03/2021,11/03/2021,3,2021,Sedimentary,Pumpkin,9Pum-A,Pre-harvest,30 - 60 cm,30,1.05,,,,,,,2,5,7,22,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,19/03/2021,12/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,,,,,,,2,14,16,17,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,19/03/2021,12/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,,,,,,,2,11,13,18,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,19/03/2021,12/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,3,5,14,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,29/03/2021,15/03/2021,3,2021,Sedimentary,Potato,8Pot-A,Pre-harvest,0 - 15 cm,15,0.98,5.7,0.2%,2.3%,3.9%,11,119,3,20,23,34,153,380,66,314,258,45,213,67,12,29,22,8,,Eurofins,253.5268646,,,,,,,,,,,,
8,Lovett,Canterbury,29/03/2021,15/03/2021,3,2021,Sedimentary,Potato,8Pot-A,Pre-harvest,15 - 30 cm,15,1.16,5.6,0.2%,1.9%,3.3%,10,91,2,11,13,23,114,338,40,296,194,23,170,49,12,29,11,8,,Eurofins,225.1600835,,,,,,,,,,,,
8,Lovett,Canterbury,29/03/2021,15/03/2021,3,2021,Sedimentary,Potato,8Pot-A,Pre-harvest,30 - 60 cm,30,1.47,,,,,,,3,7,11,48,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,25/03/2021,18/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,,,,,,,3,12,15,15.62,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,25/03/2021,18/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,,,,,,,3,11,14,19.82,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,25/03/2021,18/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,6,9,24,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,25/03/2021,18/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,4,5,10,23,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,01/04/2021,24/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,,,,,,,4,0,4,4,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,01/04/2021,24/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,,,,,,,4,2,6,8,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
1,Wilcox,Pukekawa,01/04/2021,24/03/2021,3,2021,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,5,0,5,14,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,01/04/2021,24/03/2021,3,2021,Sedimentary,Cauliflower,4Caul-A,Growth,0 - 15 cm,15,0.71,,,,,,,3,50,53,56.3,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,01/04/2021,24/03/2021,3,2021,Sedimentary,Cauliflower,4Caul-A,Growth,15 - 30 cm,15,0.74,,,,,,,3,37,40,44.3,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,01/04/2021,24/03/2021,3,2021,Sedimentary,Cauliflower,4Caul-A,Growth,30 - 60 cm,30,0.81,,,,,,,4,21,25,61,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
4,Balles,Matamata,01/04/2021,24/03/2021,3,2021,Sedimentary,Cauliflower,4Caul-A,Growth,60 - 90 cm,30,0.81,,,,,,,4,10,14,34,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,08/04/2021,24/03/2021,3,2021,Sedimentary,Potato,5Pot-A,Growth,0 - 15 cm,15,0.99,7,0.3%,3.1%,5.3%,10,30,3,5,8,12,42,171,25,146,115,17,98,95,18,29,27,5,,Eurofins,113.8288949,,,,,,,,,,,,
5,Pescini,Levin,08/04/2021,24/03/2021,3,2021,Sedimentary,Potato,5Pot-A,Growth,15 - 30 cm,15,1.12,7.1,0.3%,2.9%,5.1%,10,25,3,3,6,10,35,140,20,118,83,12,70,71,18,25,22,5,,Eurofins,93.13305886,,,,,,,,,,,,
5,Pescini,Levin,08/04/2021,24/03/2021,3,2021,Sedimentary,Potato,5Pot-A,Growth,30 - 60 cm,30,1.15,,,,,,,3,7,9,31,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,08/04/2021,24/03/2021,3,2021,Sedimentary,Potato,5Pot-A,Growth,60 - 90 cm,30,1.42,,,,,,,3,9,12,51,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,07/04/2021,24/03/2021,3,2021,Sedimentary,Maize,6Maize-A,Growth,0 - 15 cm,15,1.43,7,0.3%,2.6%,4.5%,10,54,3,11,14,30,84,266,39,227,124,18,106,132,19,46,23,4,,Eurofins,177.2737902,,,,,,,,,,,,
6,Woodhaven,Levin,07/04/2021,24/03/2021,3,2021,Sedimentary,Maize,6Maize-A,Growth,15 - 30 cm,15,1.51,7.2,0.3%,2.5%,4.2%,9,36,3,4,7,16,52,208,25,183,92,11,81,123,19,44,15,5,,Eurofins,138.7586627,,,,,,,,,,,,
6,Woodhaven,Levin,07/04/2021,24/03/2021,3,2021,Sedimentary,Maize,6Maize-A,Growth,30 - 60 cm,30,1.45,,,,,,,3,1,5,22,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,07/04/2021,24/03/2021,3,2021,Sedimentary,Maize,6Maize-A,Growth,60 - 90 cm,30,1.43,,,,,,,4,1,5,21,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,15/04/2021,12/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,,,,,,,3,78,80,83,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,15/04/2021,12/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,,,,,,,3,16,19,27,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,15/04/2021,12/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,2,13,15,41,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
8,Lovett,Canterbury,15/04/2021,12/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,2,4,6,14,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
9,Oakley,Canterbury,27/04/2021,13/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,5.7,0.2%,2.8%,4.9%,,90,3,14,16,17,107,127,24,103,122,23,99,33,10,20,12,6,,Eurofins,84.71441658,,,,,,,,,,,,
9,Oakley,Canterbury,27/04/2021,13/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,5.5,0.2%,2.1%,3.7%,,56,2,14,16,23,79,98,21,76,69,15,54,17,8,17,7,6,,Eurofins,65.12032786,,,,,,,,,,,,
9,Oakley,Canterbury,27/04/2021,13/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,3,30,33,90,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,27/04/2021,16/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,5.6,0.2%,2.1%,3.7%,,59,3,36,39,41,100,112,48,65,108,46,62,29,18,50,15,2,,Eurofins,74.99309008,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,27/04/2021,16/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,5.9,0.2%,1.8%,3.1%,,176,125,61,186,263,439,212,168,44,150,119,31,18,18,49,10,6,,Eurofins,141.5659301,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,27/04/2021,16/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,4,26,29,79,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
7,Brownrigg,Hawkes Bay,27/04/2021,16/04/2021,4,2021,Sedimentary,Fallow,Fallow,Fallow,60 - 90 cm,30,0.76,,,,,,,4,11,16,37,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,27/04/2021,19/04/2021,4,2021,Volcanic,Fallow,Fallow,Fallow,0 - 15 cm,15,0.69,,,,,,,3,2,5,5,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,27/04/2021,19/04/2021,4,2021,Volcanic,Fallow,Fallow,Fallow,15 - 30 cm,15,0.94,,,,,,,3,3,6,8,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
2,Jivans,Pukekohe,27/04/2021,19/04/2021,4,2021,Volcanic,Fallow,Fallow,Fallow,30 - 60 cm,30,0.91,,,,,,,4,2,6,16,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,04/05/2021,20/04/2021,4,2021,Volcanic,Carrot,3Car-A,Growth,0 - 15 cm,15,0.80,6.2,0.2%,2.3%,3.9%,11,30,4,5,8,9.6,40,67,16,51.41,56,13,43,67,13,32,18,8,,Eurofins,44.63922821,,,,,,,,,,,,
3,Bhana,Tuakau,04/05/2021,20/04/2021,4,2021,Volcanic,Carrot,3Car-A,Growth,15 - 30 cm,15,0.97,6.1,0.2%,2.2%,3.8%,11,26,3,7,10,14.6,41,91,44,46.73,62,30,32,64,13,32,16,9,,Eurofins,60.35396777,,,,,,,,,,,,
3,Bhana,Tuakau,04/05/2021,20/04/2021,4,2021,Volcanic,Carrot,3Car-A,Growth,30 - 60 cm,30,0.92,,,,,,,4,10,14,39,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
3,Bhana,Tuakau,04/05/2021,20/04/2021,4,2021,Volcanic,Carrot,3Car-A,Growth,60 - 90 cm,30,0.83,,,,,,,7,3,10,25,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,06/05/2021,21/04/2021,4,2021,Sedimentary,Potato,5Pot-A,Pre-harvest,0 - 15 cm,15,0.99,7,0.3%,3.1%,5.3%,10,40,3,7,10,15,55,147,19,129,99,13,87,86,15,28,27,5,,Eurofins,97.9918313,,,,,,,,,,,,
5,Pescini,Levin,06/05/2021,21/04/2021,4,2021,Sedimentary,Potato,5Pot-A,Pre-harvest,15 - 30 cm,15,1.12,7,0.3%,3.0%,5.2%,11,26,3,5,9,15,41,130,19,111,77,11,66,79,16,27,21,5,,Eurofins,86.40054858,,,,,,,,,,,,
5,Pescini,Levin,06/05/2021,21/04/2021,4,2021,Sedimentary,Potato,5Pot-A,Pre-harvest,30 - 60 cm,30,1.15,,,,,,,3,5,8,28,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
5,Pescini,Levin,06/05/2021,21/04/2021,4,2021,Sedimentary,Potato,5Pot-A,Pre-harvest,60 - 90 cm,30,1.42,,,,,,,3,8,10,43,,0,0,0,,,,,,,,,,Eurofins,0,,,,,,,,,,,,
6,Woodhaven,Levin,06/05/2021,22/04/2021,4,2021,Sedimentary,Maize,6Maize-A,Pre-harvest,0 - 15 cm,15,1.43,7.1,0.2%,2.2%,3.8%,10,45,3,4,7,15,60,208,24,184,97,11,86,156,17,46,22,5,,Eurofins,138.673852,,,,,,,,,,,,
